,votes,eevp,eevp_source,timestamp,state,expected_votes,vote_share_rep,vote_share_dem,vote_share_trd
0,0,0,edison,2020-11-04T10:01:44Z,alaska,367000,0.0,0.0,0
1,113744,31,edison,2020-11-04T07:47:41Z,alaska,367000,0.605,0.352,0
2,132475,36,edison,2020-11-04T08:57:55Z,alaska,367000,0.614,0.347,0
3,172031,56,edison,2020-11-04T18:34:58Z,alaska,367000,0.629,0.33,0
4,190970,61,edison,2020-11-09T19:09:13Z,alaska,367000,0.622,0.336,0
5,0,0,edison,2020-11-04T10:02:44Z,alabama,2300000,0.0,0.0,0
6,1053,0,edison,2020-11-04T01:23:07Z,alabama,2300000,0.407,0.585,0
7,2190,0,edison,2020-11-04T01:28:39Z,alabama,2300000,0.395,0.602,0
8,3709,0,edison,2020-11-04T01:29:35Z,alabama,2300000,0.506,0.489,0
9,4280,0,edison,2020-11-04T01:32:46Z,alabama,2300000,0.52,0.474,0
10,5249,0,edison,2020-11-04T01:40:51Z,alabama,2300000,0.516,0.476,0
11,8971,0,edison,2020-11-04T01:41:31Z,alabama,2300000,0.472,0.52,0
12,9234,0,edison,2020-11-04T01:42:13Z,alabama,2300000,0.463,0.53,0
13,10648,0,edison,2020-11-04T01:43:04Z,alabama,2300000,0.439,0.551,0
14,11670,0,edison,2020-11-04T01:45:58Z,alabama,2300000,0.475,0.515,0
15,11672,0,edison,2020-11-04T01:46:29Z,alabama,2300000,0.475,0.515,0
16,18631,1,edison,2020-11-04T01:49:11Z,alabama,2300000,0.398,0.592,0
17,21290,1,edison,2020-11-04T01:52:02Z,alabama,2300000,0.406,0.58,0
18,23626,1,edison,2020-11-04T01:55:09Z,alabama,2300000,0.423,0.564,0
19,30815,1,edison,2020-11-04T01:56:07Z,alabama,2300000,0.452,0.533,0
20,32278,1,edison,2020-11-04T01:57:36Z,alabama,2300000,0.454,0.53,0
21,40640,2,edison,2020-11-04T02:00:03Z,alabama,2300000,0.468,0.519,0
22,57276,2,edison,2020-11-04T02:02:35Z,alabama,2300000,0.462,0.526,0
23,57720,2,edison,2020-11-04T02:02:42Z,alabama,2300000,0.465,0.523,0
24,60973,3,edison,2020-11-04T02:03:00Z,alabama,2300000,0.489,0.499,0
25,61798,3,edison,2020-11-04T02:04:16Z,alabama,2300000,0.491,0.497,0
26,64748,3,edison,2020-11-04T02:06:06Z,alabama,2300000,0.498,0.49,0
27,66834,3,edison,2020-11-04T02:08:52Z,alabama,2300000,0.497,0.49,0
28,87270,4,edison,2020-11-04T02:09:29Z,alabama,2300000,0.538,0.449,0
29,87819,4,edison,2020-11-04T02:09:46Z,alabama,2300000,0.54,0.447,0
30,96685,4,edison,2020-11-04T02:10:50Z,alabama,2300000,0.501,0.485,0
31,102521,4,edison,2020-11-04T02:12:20Z,alabama,2300000,0.514,0.473,0
32,106641,4,edison,2020-11-04T02:12:31Z,alabama,2300000,0.517,0.47,0
33,110254,5,edison,2020-11-04T02:16:36Z,alabama,2300000,0.522,0.466,0
34,115261,5,edison,2020-11-04T02:16:48Z,alabama,2300000,0.539,0.449,0
35,117598,5,edison,2020-11-04T02:17:24Z,alabama,2300000,0.544,0.444,0
36,150325,6,edison,2020-11-04T02:18:14Z,alabama,2300000,0.503,0.485,0
37,167645,7,edison,2020-11-04T02:19:55Z,alabama,2300000,0.489,0.499,0
38,177093,7,edison,2020-11-04T02:22:05Z,alabama,2300000,0.502,0.487,0
39,193780,8,edison,2020-11-04T02:22:13Z,alabama,2300000,0.51,0.477,0
40,200496,8,edison,2020-11-04T02:22:55Z,alabama,2300000,0.523,0.465,0
41,210956,9,edison,2020-11-04T02:23:15Z,alabama,2300000,0.531,0.457,0
42,218259,9,edison,2020-11-04T02:23:54Z,alabama,2300000,0.54,0.447,0
43,218829,9,edison,2020-11-04T02:25:01Z,alabama,2300000,0.541,0.447,0
44,233304,10,edison,2020-11-04T02:26:10Z,alabama,2300000,0.547,0.44,0
45,242977,10,edison,2020-11-04T02:26:59Z,alabama,2300000,0.555,0.432,0
46,252138,11,edison,2020-11-04T02:27:21Z,alabama,2300000,0.56,0.428,0
47,255016,11,edison,2020-11-04T02:27:48Z,alabama,2300000,0.559,0.429,0
48,257678,11,edison,2020-11-04T02:28:17Z,alabama,2300000,0.562,0.425,0
49,264984,11,edison,2020-11-04T02:29:00Z,alabama,2300000,0.568,0.42,0
50,269473,11,edison,2020-11-04T02:31:33Z,alabama,2300000,0.569,0.419,0
51,270553,11,edison,2020-11-04T02:31:58Z,alabama,2300000,0.57,0.418,0
52,273485,11,edison,2020-11-04T02:32:19Z,alabama,2300000,0.572,0.416,0
53,289656,12,edison,2020-11-04T02:32:33Z,alabama,2300000,0.591,0.397,0
54,303052,13,edison,2020-11-04T02:33:33Z,alabama,2300000,0.603,0.386,0
55,307778,13,edison,2020-11-04T02:33:39Z,alabama,2300000,0.6,0.388,0
56,310028,13,edison,2020-11-04T02:34:46Z,alabama,2300000,0.602,0.386,0
57,316226,13,edison,2020-11-04T02:35:38Z,alabama,2300000,0.605,0.384,0
58,351230,15,edison,2020-11-04T02:35:52Z,alabama,2300000,0.568,0.42,0
59,382216,16,edison,2020-11-04T02:38:15Z,alabama,2300000,0.569,0.419,0
60,387164,16,edison,2020-11-04T02:38:29Z,alabama,2300000,0.573,0.414,0
61,388800,16,edison,2020-11-04T02:38:46Z,alabama,2300000,0.573,0.415,0
62,394235,17,edison,2020-11-04T02:39:23Z,alabama,2300000,0.578,0.41,0
63,398903,17,edison,2020-11-04T02:39:35Z,alabama,2300000,0.578,0.41,0
64,401116,17,edison,2020-11-04T02:40:43Z,alabama,2300000,0.578,0.41,0
65,402460,17,edison,2020-11-04T02:42:18Z,alabama,2300000,0.579,0.409,0
66,406849,17,edison,2020-11-04T02:43:53Z,alabama,2300000,0.581,0.407,0
67,422048,18,edison,2020-11-04T02:45:28Z,alabama,2300000,0.57,0.419,0
68,426538,18,edison,2020-11-04T02:45:43Z,alabama,2300000,0.571,0.417,0
69,440871,19,edison,2020-11-04T02:45:54Z,alabama,2300000,0.582,0.406,0
70,452145,19,edison,2020-11-04T02:50:20Z,alabama,2300000,0.586,0.402,0
71,454854,19,edison,2020-11-04T02:50:58Z,alabama,2300000,0.587,0.401,0
72,459786,19,edison,2020-11-04T02:51:56Z,alabama,2300000,0.587,0.401,0
73,473200,20,edison,2020-11-04T02:52:39Z,alabama,2300000,0.593,0.395,0
74,480531,20,edison,2020-11-04T02:52:42Z,alabama,2300000,0.596,0.392,0
75,514594,22,edison,2020-11-04T02:54:26Z,alabama,2300000,0.592,0.396,0
76,516083,22,edison,2020-11-04T02:55:57Z,alabama,2300000,0.592,0.396,0
77,554303,23,edison,2020-11-04T02:56:15Z,alabama,2300000,0.595,0.393,0
78,566449,24,edison,2020-11-04T02:56:28Z,alabama,2300000,0.597,0.391,0
79,573225,24,edison,2020-11-04T02:57:53Z,alabama,2300000,0.594,0.394,0
80,583921,25,edison,2020-11-04T02:58:08Z,alabama,2300000,0.595,0.393,0
81,589136,25,edison,2020-11-04T02:58:42Z,alabama,2300000,0.592,0.396,0
82,590341,25,edison,2020-11-04T02:59:22Z,alabama,2300000,0.592,0.396,0
83,593003,25,edison,2020-11-04T03:01:01Z,alabama,2300000,0.592,0.396,0
84,605794,25,edison,2020-11-04T03:03:29Z,alabama,2300000,0.598,0.39,0
85,635162,27,edison,2020-11-04T03:06:21Z,alabama,2300000,0.607,0.381,0
86,642315,27,edison,2020-11-04T03:06:59Z,alabama,2300000,0.606,0.382,0
87,652784,27,edison,2020-11-04T03:08:18Z,alabama,2300000,0.61,0.378,0
88,661443,28,edison,2020-11-04T03:09:05Z,alabama,2300000,0.613,0.375,0
89,743828,31,edison,2020-11-04T03:09:25Z,alabama,2300000,0.586,0.401,0
90,753131,32,edison,2020-11-04T03:12:01Z,alabama,2300000,0.59,0.397,0
91,754766,32,edison,2020-11-04T03:14:02Z,alabama,2300000,0.591,0.397,0
92,761603,32,edison,2020-11-04T03:14:47Z,alabama,2300000,0.593,0.394,0
93,769023,32,edison,2020-11-04T03:15:22Z,alabama,2300000,0.593,0.395,0
94,804036,34,edison,2020-11-04T03:16:18Z,alabama,2300000,0.596,0.392,0
95,832953,35,edison,2020-11-04T03:16:42Z,alabama,2300000,0.605,0.383,0
96,845228,36,edison,2020-11-04T03:17:36Z,alabama,2300000,0.609,0.379,0
97,854682,36,edison,2020-11-04T03:18:38Z,alabama,2300000,0.608,0.38,0
98,887955,37,edison,2020-11-04T03:19:26Z,alabama,2300000,0.606,0.382,0
99,905303,38,edison,2020-11-04T03:20:10Z,alabama,2300000,0.61,0.378,0
100,917962,39,edison,2020-11-04T03:20:36Z,alabama,2300000,0.612,0.376,0
101,926122,39,edison,2020-11-04T03:21:04Z,alabama,2300000,0.614,0.374,0
102,927741,39,edison,2020-11-04T03:22:41Z,alabama,2300000,0.614,0.374,0
103,961095,40,edison,2020-11-04T03:23:35Z,alabama,2300000,0.62,0.368,0
104,970877,41,edison,2020-11-04T03:24:12Z,alabama,2300000,0.621,0.367,0
105,1019460,43,edison,2020-11-04T03:25:19Z,alabama,2300000,0.625,0.362,0
106,1020191,43,edison,2020-11-04T03:25:56Z,alabama,2300000,0.626,0.362,0
107,1036595,44,edison,2020-11-04T03:26:28Z,alabama,2300000,0.624,0.363,0
108,1042877,44,edison,2020-11-04T03:26:41Z,alabama,2300000,0.622,0.366,0
109,1045742,44,edison,2020-11-04T03:28:28Z,alabama,2300000,0.623,0.365,0
110,1053693,44,edison,2020-11-04T03:30:56Z,alabama,2300000,0.623,0.365,0
111,1091758,46,edison,2020-11-04T03:32:55Z,alabama,2300000,0.623,0.365,0
112,1093509,46,edison,2020-11-04T03:33:16Z,alabama,2300000,0.623,0.365,0
113,1109466,47,edison,2020-11-04T03:33:50Z,alabama,2300000,0.625,0.363,0
114,1118645,47,edison,2020-11-04T03:34:12Z,alabama,2300000,0.627,0.361,0
115,1131209,48,edison,2020-11-04T03:35:23Z,alabama,2300000,0.629,0.359,0
116,1139283,48,edison,2020-11-04T03:36:04Z,alabama,2300000,0.631,0.358,0
117,1163951,49,edison,2020-11-04T03:36:19Z,alabama,2300000,0.632,0.356,0
118,1169348,49,edison,2020-11-04T03:36:41Z,alabama,2300000,0.632,0.356,0
119,1181775,50,edison,2020-11-04T03:39:21Z,alabama,2300000,0.627,0.361,0
120,1230361,52,edison,2020-11-04T03:41:28Z,alabama,2300000,0.627,0.361,0
121,1274884,54,edison,2020-11-04T03:44:11Z,alabama,2300000,0.624,0.364,0
122,1275671,54,edison,2020-11-04T03:44:37Z,alabama,2300000,0.624,0.364,0
123,1281555,54,edison,2020-11-04T03:44:58Z,alabama,2300000,0.622,0.365,0
124,1286158,54,edison,2020-11-04T03:46:24Z,alabama,2300000,0.621,0.366,0
125,1291940,54,edison,2020-11-04T03:48:07Z,alabama,2300000,0.62,0.367,0
126,1310559,55,edison,2020-11-04T03:49:33Z,alabama,2300000,0.621,0.366,0
127,1326406,56,edison,2020-11-04T03:49:58Z,alabama,2300000,0.624,0.363,0
128,1355319,57,edison,2020-11-04T03:50:06Z,alabama,2300000,0.624,0.363,0
129,1441203,61,edison,2020-11-04T03:51:49Z,alabama,2300000,0.631,0.356,0
130,1447063,61,edison,2020-11-04T03:52:41Z,alabama,2300000,0.632,0.355,0
131,1458644,61,edison,2020-11-04T03:53:35Z,alabama,2300000,0.632,0.355,0
132,1504394,63,edison,2020-11-04T03:54:06Z,alabama,2300000,0.635,0.352,0
133,1527500,64,edison,2020-11-04T03:54:19Z,alabama,2300000,0.637,0.35,0
134,1529147,64,edison,2020-11-04T03:55:07Z,alabama,2300000,0.637,0.35,0
135,1537999,65,edison,2020-11-04T03:55:21Z,alabama,2300000,0.638,0.35,0
136,1544770,65,edison,2020-11-04T03:56:43Z,alabama,2300000,0.639,0.349,0
137,1546202,65,edison,2020-11-04T03:59:40Z,alabama,2300000,0.639,0.349,0
138,1575524,66,edison,2020-11-04T04:00:00Z,alabama,2300000,0.643,0.345,0
139,1607898,68,edison,2020-11-04T04:03:03Z,alabama,2300000,0.644,0.343,0
140,1608907,68,edison,2020-11-04T04:04:42Z,alabama,2300000,0.644,0.343,0
141,1619603,68,edison,2020-11-04T04:12:03Z,alabama,2300000,0.645,0.342,0
142,1641573,69,edison,2020-11-04T04:15:33Z,alabama,2300000,0.645,0.342,0
143,1662540,70,edison,2020-11-04T04:17:29Z,alabama,2300000,0.648,0.339,0
144,1665303,70,edison,2020-11-04T04:18:55Z,alabama,2300000,0.648,0.339,0
145,1669292,70,edison,2020-11-04T04:27:41Z,alabama,2300000,0.648,0.339,0
146,1713773,72,edison,2020-11-04T04:33:36Z,alabama,2300000,0.648,0.339,0
147,1715970,72,edison,2020-11-04T04:39:13Z,alabama,2300000,0.648,0.339,0
148,1750084,74,edison,2020-11-04T04:43:59Z,alabama,2300000,0.651,0.336,0
149,1801704,76,edison,2020-11-04T04:47:53Z,alabama,2300000,0.648,0.338,0
150,1823884,77,edison,2020-11-04T04:59:39Z,alabama,2300000,0.649,0.337,0
151,1866433,78,edison,2020-11-04T05:04:23Z,alabama,2300000,0.647,0.339,0
152,1866604,78,edison,2020-11-04T05:05:17Z,alabama,2300000,0.647,0.339,0
153,1962099,82,edison,2020-11-04T05:06:58Z,alabama,2300000,0.64,0.347,0
154,1974957,83,edison,2020-11-04T05:34:58Z,alabama,2300000,0.638,0.348,0
155,1997169,84,edison,2020-11-04T05:40:33Z,alabama,2300000,0.639,0.347,0
156,2002041,84,edison,2020-11-04T05:52:31Z,alabama,2300000,0.639,0.347,0
157,2009963,84,edison,2020-11-04T06:12:38Z,alabama,2300000,0.639,0.348,0
158,2037602,89,edison,2020-11-04T06:27:48Z,alabama,2300000,0.64,0.347,0
159,2039674,89,edison,2020-11-04T06:29:29Z,alabama,2300000,0.64,0.346,0
160,2054943,89,edison,2020-11-04T06:30:35Z,alabama,2300000,0.639,0.347,0
161,2056085,89,edison,2020-11-04T06:31:52Z,alabama,2300000,0.639,0.347,0
162,2062702,90,edison,2020-11-04T06:32:55Z,alabama,2300000,0.64,0.347,0
163,2075240,90,edison,2020-11-04T06:33:57Z,alabama,2300000,0.641,0.345,0
164,2107783,92,edison,2020-11-04T06:35:22Z,alabama,2300000,0.635,0.352,0
165,2109338,92,edison,2020-11-04T06:36:18Z,alabama,2300000,0.635,0.352,0
166,2120162,92,edison,2020-11-04T06:37:13Z,alabama,2300000,0.636,0.351,0
167,2141270,93,edison,2020-11-04T06:38:09Z,alabama,2300000,0.634,0.352,0
168,2145118,93,edison,2020-11-04T06:39:10Z,alabama,2300000,0.634,0.352,0
169,2157715,94,edison,2020-11-04T06:55:35Z,alabama,2300000,0.634,0.353,0
170,2159275,94,edison,2020-11-04T07:10:16Z,alabama,2300000,0.633,0.353,0
171,2230255,97,edison,2020-11-04T08:02:25Z,alabama,2300000,0.632,0.355,0
172,2279481,99,edison,2020-11-04T17:07:25Z,alabama,2300000,0.622,0.364,0
173,2294456,99,edison,2020-11-04T20:19:14Z,alabama,2300000,0.623,0.363,0
174,2294523,99,edison,2020-11-04T20:23:33Z,alabama,2300000,0.623,0.363,0
175,2297471,99,edison,2020-11-04T20:58:46Z,alabama,2300000,0.623,0.363,0
176,2297624,99,edison,2020-11-04T21:08:16Z,alabama,2300000,0.623,0.363,0
177,2297216,99,edison,2020-11-06T18:37:30Z,alabama,2300000,0.623,0.363,0
178,2309900,99,edison,2020-11-06T22:25:48Z,alabama,2300000,0.621,0.365,0
179,0,0,edison,2020-11-04T08:38:22Z,arkansas,1225000,0.0,0.0,0
180,2119,0,edison,2020-11-04T01:37:24Z,arkansas,1225000,0.602,0.366,0
181,13130,1,edison,2020-11-04T01:37:46Z,arkansas,1225000,0.736,0.235,0
182,60945,5,edison,2020-11-04T01:42:45Z,arkansas,1225000,0.694,0.284,0
183,64224,5,edison,2020-11-04T01:43:29Z,arkansas,1225000,0.7,0.277,0
184,67746,5,edison,2020-11-04T01:48:46Z,arkansas,1225000,0.699,0.279,0
185,73207,6,edison,2020-11-04T01:49:46Z,arkansas,1225000,0.705,0.273,0
186,112053,9,edison,2020-11-04T01:50:45Z,arkansas,1225000,0.685,0.293,0
187,158484,12,edison,2020-11-04T01:52:47Z,arkansas,1225000,0.668,0.308,0
188,166955,13,edison,2020-11-04T01:54:46Z,arkansas,1225000,0.674,0.302,0
189,179877,14,edison,2020-11-04T01:56:45Z,arkansas,1225000,0.682,0.294,0
190,180308,14,edison,2020-11-04T02:00:47Z,arkansas,1225000,0.681,0.295,0
191,180990,14,edison,2020-11-04T02:01:17Z,arkansas,1225000,0.681,0.294,0
192,185120,15,edison,2020-11-04T02:01:45Z,arkansas,1225000,0.682,0.294,0
193,191879,15,edison,2020-11-04T02:05:15Z,arkansas,1225000,0.679,0.296,0
194,197897,16,edison,2020-11-04T02:07:32Z,arkansas,1225000,0.683,0.292,0
195,203539,16,edison,2020-11-04T02:08:46Z,arkansas,1225000,0.684,0.292,0
196,331194,26,edison,2020-11-04T02:09:59Z,arkansas,1225000,0.563,0.413,0
197,336739,27,edison,2020-11-04T02:10:50Z,arkansas,1225000,0.565,0.411,0
198,439509,35,edison,2020-11-04T02:11:45Z,arkansas,1225000,0.575,0.4,0
199,442939,35,edison,2020-11-04T02:12:53Z,arkansas,1225000,0.573,0.403,0
200,460611,36,edison,2020-11-04T02:14:13Z,arkansas,1225000,0.579,0.396,0
201,460612,36,edison,2020-11-04T02:14:47Z,arkansas,1225000,0.579,0.396,0
202,466464,37,edison,2020-11-04T02:15:46Z,arkansas,1225000,0.582,0.394,0
203,471312,37,edison,2020-11-04T02:16:30Z,arkansas,1225000,0.582,0.393,0
204,481420,38,edison,2020-11-04T02:23:26Z,arkansas,1225000,0.582,0.393,0
205,481890,38,edison,2020-11-04T02:26:59Z,arkansas,1225000,0.583,0.393,0
206,484663,38,edison,2020-11-04T02:27:27Z,arkansas,1225000,0.584,0.392,0
207,488676,38,edison,2020-11-04T02:29:04Z,arkansas,1225000,0.585,0.39,0
208,495309,39,edison,2020-11-04T02:30:56Z,arkansas,1225000,0.585,0.39,0
209,497058,39,edison,2020-11-04T02:31:49Z,arkansas,1225000,0.586,0.389,0
210,501150,39,edison,2020-11-04T02:32:03Z,arkansas,1225000,0.587,0.388,0
211,503998,40,edison,2020-11-04T02:36:37Z,arkansas,1225000,0.586,0.388,0
212,507203,40,edison,2020-11-04T02:39:31Z,arkansas,1225000,0.588,0.387,0
213,508213,40,edison,2020-11-04T02:40:34Z,arkansas,1225000,0.587,0.388,0
214,509308,40,edison,2020-11-04T02:40:46Z,arkansas,1225000,0.587,0.388,0
215,511632,40,edison,2020-11-04T02:42:40Z,arkansas,1225000,0.588,0.386,0
216,512593,40,edison,2020-11-04T02:45:05Z,arkansas,1225000,0.589,0.386,0
217,516520,41,edison,2020-11-04T02:46:03Z,arkansas,1225000,0.59,0.384,0
218,519995,41,edison,2020-11-04T02:49:07Z,arkansas,1225000,0.592,0.383,0
219,524813,41,edison,2020-11-04T02:49:28Z,arkansas,1225000,0.593,0.382,0
220,526522,41,edison,2020-11-04T02:51:05Z,arkansas,1225000,0.594,0.381,0
221,527570,42,edison,2020-11-04T02:51:30Z,arkansas,1225000,0.594,0.38,0
222,531069,42,edison,2020-11-04T02:52:36Z,arkansas,1225000,0.596,0.379,0
223,538562,42,edison,2020-11-04T02:54:49Z,arkansas,1225000,0.599,0.376,0
224,539649,42,edison,2020-11-04T02:58:07Z,arkansas,1225000,0.599,0.376,0
225,545441,43,edison,2020-11-04T02:59:25Z,arkansas,1225000,0.601,0.373,0
226,547210,43,edison,2020-11-04T03:02:04Z,arkansas,1225000,0.601,0.373,0
227,549262,43,edison,2020-11-04T03:02:38Z,arkansas,1225000,0.602,0.373,0
228,551084,43,edison,2020-11-04T03:06:32Z,arkansas,1225000,0.602,0.372,0
229,553227,44,edison,2020-11-04T03:07:07Z,arkansas,1225000,0.603,0.371,0
230,565730,45,edison,2020-11-04T03:09:54Z,arkansas,1225000,0.606,0.368,0
231,570886,45,edison,2020-11-04T03:10:39Z,arkansas,1225000,0.608,0.367,0
232,595253,47,edison,2020-11-04T03:11:29Z,arkansas,1225000,0.613,0.361,0
233,597284,47,edison,2020-11-04T03:12:19Z,arkansas,1225000,0.613,0.361,0
234,605752,48,edison,2020-11-04T03:14:47Z,arkansas,1225000,0.616,0.358,0
235,611464,48,edison,2020-11-04T03:16:50Z,arkansas,1225000,0.617,0.357,0
236,624285,49,edison,2020-11-04T03:18:29Z,arkansas,1225000,0.619,0.355,0
237,657541,52,edison,2020-11-04T03:20:48Z,arkansas,1225000,0.622,0.353,0
238,671410,53,edison,2020-11-04T03:21:20Z,arkansas,1225000,0.623,0.351,0
239,673837,53,edison,2020-11-04T03:22:16Z,arkansas,1225000,0.623,0.352,0
240,675573,53,edison,2020-11-04T03:22:32Z,arkansas,1225000,0.623,0.351,0
241,681809,54,edison,2020-11-04T03:23:33Z,arkansas,1225000,0.624,0.35,0
242,698826,55,edison,2020-11-04T03:26:40Z,arkansas,1225000,0.628,0.346,0
243,699410,55,edison,2020-11-04T03:30:29Z,arkansas,1225000,0.628,0.346,0
244,707768,56,edison,2020-11-04T03:33:22Z,arkansas,1225000,0.627,0.347,0
245,709007,56,edison,2020-11-04T03:35:29Z,arkansas,1225000,0.627,0.347,0
246,718409,57,edison,2020-11-04T03:36:02Z,arkansas,1225000,0.629,0.345,0
247,729232,57,edison,2020-11-04T03:38:49Z,arkansas,1225000,0.631,0.343,0
248,735794,58,edison,2020-11-04T03:39:03Z,arkansas,1225000,0.632,0.342,0
249,735894,58,edison,2020-11-04T03:40:21Z,arkansas,1225000,0.632,0.342,0
250,743250,59,edison,2020-11-04T03:40:55Z,arkansas,1225000,0.633,0.34,0
251,757357,60,edison,2020-11-04T03:45:40Z,arkansas,1225000,0.633,0.341,0
252,798536,63,edison,2020-11-04T03:47:58Z,arkansas,1225000,0.634,0.339,0
253,801876,63,edison,2020-11-04T03:48:30Z,arkansas,1225000,0.634,0.339,0
254,812457,64,edison,2020-11-04T03:50:39Z,arkansas,1225000,0.636,0.337,0
255,814149,64,edison,2020-11-04T03:51:06Z,arkansas,1225000,0.636,0.337,0
256,822060,65,edison,2020-11-04T03:53:11Z,arkansas,1225000,0.637,0.336,0
257,822082,65,edison,2020-11-04T03:54:06Z,arkansas,1225000,0.637,0.336,0
258,830219,65,edison,2020-11-04T03:56:37Z,arkansas,1225000,0.638,0.335,0
259,832112,66,edison,2020-11-04T03:57:18Z,arkansas,1225000,0.639,0.335,0
260,834581,66,edison,2020-11-04T04:04:19Z,arkansas,1225000,0.639,0.335,0
261,856147,67,edison,2020-11-04T04:08:49Z,arkansas,1225000,0.643,0.331,0
262,887590,70,edison,2020-11-04T04:11:41Z,arkansas,1225000,0.647,0.326,0
263,891055,70,edison,2020-11-04T04:11:46Z,arkansas,1225000,0.648,0.325,0
264,892644,70,edison,2020-11-04T04:12:32Z,arkansas,1225000,0.648,0.325,0
265,926583,73,edison,2020-11-04T04:16:23Z,arkansas,1225000,0.648,0.325,0
266,928801,73,edison,2020-11-04T04:18:12Z,arkansas,1225000,0.648,0.324,0
267,931801,73,edison,2020-11-04T04:18:16Z,arkansas,1225000,0.65,0.323,0
268,938855,74,edison,2020-11-04T04:19:42Z,arkansas,1225000,0.648,0.325,0
269,941267,74,edison,2020-11-04T04:20:39Z,arkansas,1225000,0.648,0.324,0
270,943486,74,edison,2020-11-04T04:22:48Z,arkansas,1225000,0.649,0.324,0
271,948688,75,edison,2020-11-04T04:26:30Z,arkansas,1225000,0.649,0.323,0
272,973718,77,edison,2020-11-04T04:34:14Z,arkansas,1225000,0.642,0.33,0
273,976367,77,edison,2020-11-04T04:35:48Z,arkansas,1225000,0.642,0.33,0
274,994022,78,edison,2020-11-04T04:44:01Z,arkansas,1225000,0.637,0.336,0
275,999879,79,edison,2020-11-04T04:57:51Z,arkansas,1225000,0.638,0.335,0
276,1003467,79,edison,2020-11-04T05:01:45Z,arkansas,1225000,0.638,0.334,0
277,1008923,79,edison,2020-11-04T05:04:06Z,arkansas,1225000,0.637,0.335,0
278,1009586,79,edison,2020-11-04T05:06:08Z,arkansas,1225000,0.637,0.335,0
279,1013230,80,edison,2020-11-04T05:07:23Z,arkansas,1225000,0.637,0.335,0
280,1013564,80,edison,2020-11-04T05:09:55Z,arkansas,1225000,0.637,0.335,0
281,1032303,81,edison,2020-11-04T05:12:11Z,arkansas,1225000,0.636,0.336,0
282,1050915,83,edison,2020-11-04T05:14:22Z,arkansas,1225000,0.633,0.339,0
283,1087494,86,edison,2020-11-04T05:21:19Z,arkansas,1225000,0.637,0.335,0
284,1180961,93,edison,2020-11-04T05:31:10Z,arkansas,1225000,0.627,0.345,0
285,1183783,93,edison,2020-11-04T05:37:13Z,arkansas,1225000,0.627,0.345,0
286,1184070,93,edison,2020-11-04T05:41:54Z,arkansas,1225000,0.627,0.345,0
287,1185056,93,edison,2020-11-04T05:48:28Z,arkansas,1225000,0.626,0.345,0
288,1197343,94,edison,2020-11-04T06:33:42Z,arkansas,1225000,0.626,0.346,0
289,1197356,94,edison,2020-11-04T06:37:41Z,arkansas,1225000,0.626,0.346,0
290,1198055,94,edison,2020-11-04T07:00:19Z,arkansas,1225000,0.626,0.346,0
291,1198076,94,edison,2020-11-04T14:36:42Z,arkansas,1225000,0.626,0.346,0
292,1198100,94,edison,2020-11-04T17:16:41Z,arkansas,1225000,0.626,0.346,0
293,1207223,95,edison,2020-11-04T18:51:43Z,arkansas,1225000,0.627,0.345,0
294,1207308,95,edison,2020-11-04T20:10:45Z,arkansas,1225000,0.627,0.345,0
295,1207484,95,edison,2020-11-04T20:18:41Z,arkansas,1225000,0.627,0.345,0
296,1207484,99,edison,2020-11-04T21:43:00Z,arkansas,1225000,0.627,0.345,0
297,1211482,99,edison,2020-11-04T22:26:42Z,arkansas,1225000,0.627,0.344,0
298,1213314,99,edison,2020-11-04T23:44:41Z,arkansas,1225000,0.627,0.345,0
299,1213460,99,edison,2020-11-05T16:02:43Z,arkansas,1225000,0.627,0.345,0
300,1213461,99,edison,2020-11-05T16:29:42Z,arkansas,1225000,0.627,0.345,0
301,1213693,99,edison,2020-11-05T21:24:36Z,arkansas,1225000,0.627,0.345,0
302,1217570,99,edison,2020-11-05T21:47:53Z,arkansas,1225000,0.626,0.345,0
303,1219812,99,edison,2020-11-05T21:50:46Z,arkansas,1225000,0.627,0.345,0
304,1216812,99,edison,2020-11-06T18:49:46Z,arkansas,1225000,0.626,0.346,0
305,1212935,99,edison,2020-11-06T19:10:54Z,arkansas,1225000,0.626,0.345,0
306,1207938,99,edison,2020-11-06T19:28:56Z,arkansas,1225000,0.626,0.346,0
307,1207944,99,edison,2020-11-06T19:56:36Z,arkansas,1225000,0.626,0.346,0
308,1211821,99,edison,2020-11-07T14:58:48Z,arkansas,1225000,0.625,0.346,0
309,1216818,99,edison,2020-11-07T14:59:54Z,arkansas,1225000,0.626,0.346,0
310,1218150,99,edison,2020-11-09T15:03:37Z,arkansas,1225000,0.626,0.346,0
311,1213153,99,edison,2020-11-09T16:31:08Z,arkansas,1225000,0.625,0.346,0
312,1209276,99,edison,2020-11-09T16:56:39Z,arkansas,1225000,0.626,0.346,0
313,1209279,99,edison,2020-11-09T17:12:39Z,arkansas,1225000,0.626,0.346,0
314,1209280,99,edison,2020-11-09T20:17:36Z,arkansas,1225000,0.626,0.346,0
315,0,0,edison,2020-11-04T10:02:04Z,arizona,3400000,0.0,0.0,0
316,104866,3,edison,2020-11-04T03:03:36Z,arizona,3400000,0.505,0.48,0
317,730299,23,edison,2020-11-04T03:05:47Z,arizona,3400000,0.421,0.566,0
